,Brand,Model,Rank,Benchmark,Samples,Brand,Model,Rank,Benchmark,Samples,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip
619,Sapphire,Sapphire R9 380 2GB Dual-X OC,135,34.4,75334,,,,,,,,,,,,,,,
620,Sapphire,Sapphire R9 380 2GB Dual-X OC,135,34.4,75334,,,,,,,,,,,,,,,
621,Gigabyte,Gigabyte R9 380 4GB G1,135,34.4,75334,,,,,,,,,,,,,,,
622,Gigabyte,Gigabyte R9 380 4GB G1 Windforce,135,34.4,75334,,,,,,,,,,,,,,,
623,XFX,XFX R9 380 2GB DD Edition 2DF5,135,34.4,75334,,,,,,,,,,,,,,,
624,XFX,XFX R9 380 2GB DD Edition F22M,135,34.4,75334,,,,,,,,,,,,,,,
625,XFX,XFX R9 380 4GB DD Edition 4255,135,34.4,75334,,,,,,,,,,,,,,,
626,XFX,XFX R9 380 4GB 4DF5,135,34.4,75334,,,,,,,,,,,,,,,
627,Asus,Asus R9 380 2GB STRIX,135,34.4,75334,,,,,,,,,,,,,,,
628,Asus,Asus R9 380  4GB STRIX GAMING,135,34.4,75334,,,,,,,,,,,,,,,
629,PowerColor,PowerColor R9 380 4GB PCS+,135,34.4,75334,,,,,,,,,,,,,,,
630,Nvidia,GTX 680,136,33.9,33141,,,,,,,,,,,,,,,
631,Nvidia,GTX 960,137,33.6,418450,,,,,,,,,,,,,,,
632,EVGA,EVGA GTX 960 2GB SuperSC ACX 2.0+,137,33.6,418450,,,,,,,,,,,,,,,
633,Asus,ASUS GTX 960 2GB STRIX,137,33.6,418450,,,,,,,,,,,,,,,
634,MSI,MSI GTX 960 2GB Gaming,137,33.6,418450,,,,,,,,,,,,,,,
635,MSI,MSI GTX 960 4GB Gaming,137,33.6,418450,,,,,,,,,,,,,,,
636,EVGA,EVGA GTX 960 4GB SuperSC ACX 2.0 Backplate,137,33.6,418450,,,,,,,,,,,,,,,
637,Gigabyte,Gigabyte GTX 960 2GB Windforce 2X,137,33.6,418450,,,,,,,,,,,,,,,
638,Gigabyte,Gigabyte GTX 960 2GB OC,137,33.6,418450,,,,,,,,,,,,,,,
639,Asus,ASUS GTX 960 4GB STRIX,137,33.6,418450,,,,,,,,,,,,,,,
640,EVGA,EVGA GTX 960 4GB FTW GAMING ACX 2.0+,137,33.6,418450,,,,,,,,,,,,,,,
641,AMD,R9 285,138,32.8,5935,,,,,,,,,,,,,,,
642,MSI,MSI R9 285 2GB GAMING,138,32.8,5935,,,,,,,,,,,,,,,
643,Sapphire,Sapphire R9 285 2GB Dual-X OC,138,32.8,5935,,,,,,,,,,,,,,,
644,PowerColor,PowerColor R9 285 2GB Turbo Duo,138,32.8,5935,,,,,,,,,,,,,,,
645,Intel,Arc A380,139,32.2,30,,,,,,,,,,,,,,,
646,AMD,R9 280,140,32.0,42793,,,,,,,,,,,,,,,
647,Sapphire,Sapphire R9 280 3GB Dual-X,140,32.0,42793,,,,,,,,,,,,,,,
648,XFX,XFX R9 280 3GB Double Dissipation,140,32.0,42793,,,,,,,,,,,,,,,
649,XFX,XFX R9 280 3GB Double Dissipation Black,140,32.0,42793,,,,,,,,,,,,,,,
650,Nvidia,Quadro K5200,141,32.0,1611,,,,,,,,,,,,,,,
651,Nvidia,GTX 970M,142,31.8,25299,,,,,,,,,,,,,,,
652,Nvidia,Quadro M4000,143,31.6,8869,,,,,,,,,,,,,,,
653,Nvidia,GTX 1050 Ti,144,30.9,1036829,,,,,,,,,,,,,,,
654,EVGA,EVGA GTX 1050 Ti 4GB SC Single Fan,144,30.9,1036829,,,,,,,,,,,,,,,
655,EVGA,EVGA GTX 1050 Ti 4GB Gaming Single Fan,144,30.9,1036829,,,,,,,,,,,,,,,
656,EVGA,EVGA GTX 1050 Ti 4GB SSC GAMING ACX 3.0,144,30.9,1036829,,,,,,,,,,,,,,,
657,MSI,MSI GTX 1050 Ti 4GB OC,144,30.9,1036829,,,,,,,,,,,,,,,
658,MSI,MSI GTX 1050 Ti 4GB OC Twin,144,30.9,1036829,,,,,,,,,,,,,,,
659,Gigabyte,Gigabyte GTX 1050 Ti 4GB OC,144,30.9,1036829,,,,,,,,,,,,,,,
660,Zotac,Zotac GTX 1050 Ti 4GB Mini,144,30.9,1036829,,,,,,,,,,,,,,,
661,Zotac,Zotac GTX 1050 Ti 4GB Twin,144,30.9,1036829,,,,,,,,,,,,,,,
662,Gigabyte,Gigabyte GTX 1050 Ti 4GB Twin,144,30.9,1036829,,,,,,,,,,,,,,,
663,MSI,MSI GTX 1050 Ti 4GB GAMING X,144,30.9,1036829,,,,,,,,,,,,,,,
664,Asus,Asus GTX 1050 Ti 4GB Expedition,144,30.9,1036829,,,,,,,,,,,,,,,
665,Asus,Asus GTX 1050 Ti 4GB ROG STRIX,144,30.9,1036829,,,,,,,,,,,,,,,
666,EVGA,EVGA GTX 1050 Ti 4GB FTW GAMING ACX 3.0,144,30.9,1036829,,,,,,,,,,,,,,,
667,Gigabyte,Gigabyte GTX 1050 Ti 4GB 1430 MHz,144,30.9,1036829,,,,,,,,,,,,,,,
668,Gigabyte,Gigabyte GTX 1050 Ti 4GB G1 GAMING,144,30.9,1036829,,,,,,,,,,,,,,,
669,PNY,PNY GTX 1050 Ti 4GB Single,144,30.9,1036829,,,,,,,,,,,,,,,
670,Asus,Asus GTX 1050 Ti 4GB Cerberus OC,144,30.9,1036829,,,,,,,,,,,,,,,
671,Gigabyte,Gigabyte GTX 1050 Ti 4GB OC Low Profile,144,30.9,1036829,,,,,,,,,,,,,,,
672,AMD,HD 7950,145,30.8,35121,,,,,,,,,,,,,,,
673,Nvidia,GTX 1050 Ti (Mobile),146,30.7,113256,,,,,,,,,,,,,,,
674,Nvidia,GTX 670,147,29.2,51475,,,,,,,,,,,,,,,
675,Nvidia,GTX 880M,148,28.3,2248,,,,,,,,,,,,,,,
676,Nvidia,GTX 760,149,27.8,158023,,,,,,,,,,,,,,,
677,Nvidia,GTX 660 Ti,150,27.7,42078,,,,,,,,,,,,,,,
678,AMD,R9 270X,151,27.5,78439,,,,,,,,,,,,,,,
679,Sapphire,Sapphire R9 270X 2GB Dual-X Boost OC,151,27.5,78439,,,,,,,,,,,,,,,
680,Sapphire,Sapphire R9 270X 4GB Dual-X Boost OC,151,27.5,78439,,,,,,,,,,,,,,,
681,Gigabyte,Gigabyte R9 270X 2GB WINDFORCE,151,27.5,78439,,,,,,,,,,,,,,,
682,Gigabyte,Gigabyte R9 270X 4GB WINDFORCE,151,27.5,78439,,,,,,,,,,,,,,,
683,Asus,Asus R9 270X 2GB DirectCU II,151,27.5,78439,,,,,,,,,,,,,,,
684,Nvidia,GTX 760 Ti OEM,152,27.2,1814,,,,,,,,,,,,,,,
685,Nvidia,GTX 1050,153,27.0,254118,,,,,,,,,,,,,,,
686,Zotac,Zotac GTX 1050 2GB Mini,153,27.0,254118,,,,,,,,,,,,,,,
687,MSI,MSI GTX 1050 2GB OC,153,27.0,254118,,,,,,,,,,,,,,,
688,MSI,MSI GTX 1050 2GB TWIN OC,153,27.0,254118,,,,,,,,,,,,,,,
689,MSI,MSI GTX 1050 2GB GAMING X,153,27.0,254118,,,,,,,,,,,,,,,
690,Gigabyte,Gigabyte GTX 1050 2GB OC,153,27.0,254118,,,,,,,,,,,,,,,
691,EVGA,EVGA GTX 1050 2GB SC GAMING,153,27.0,254118,,,,,,,,,,,,,,,
692,Gigabyte,Gigabyte GTX 1050 2GB OC Single,153,27.0,254118,,,,,,,,,,,,,,,
693,Gigabyte,Gigabyte GTX 1050 2GB Windforce,153,27.0,254118,,,,,,,,,,,,,,,
694,Asus,Asus GTX 1050 2GB Expedition,153,27.0,254118,,,,,,,,,,,,,,,
695,EVGA,EVGA GTX 1050 2GB SSC GAMING,153,27.0,254118,,,,,,,,,,,,,,,
696,PNY,PNY GTX 1050 2GB,153,27.0,254118,,,,,,,,,,,,,,,
697,EVGA,EVGA GTX 1050 2GB GAMING,153,27.0,254118,,,,,,,,,,,,,,,
698,Asus,Asus GTX 1050 2GB Phoenix,153,27.0,254118,,,,,,,,,,,,,,,
699,AMD,HD 7870,154,26.6,41044,,,,,,,,,,,,,,,
700,Nvidia,GTX 1630,155,26.5,49,,,,,,,,,,,,,,,
701,Nvidia,GTX 1050 Ti (Mobile Max-Q),156,26.4,10799,,,,,,,,,,,,,,,
702,Nvidia,GTX 950,157,26.0,119522,,,,,,,,,,,,,,,
703,Zotac,Zotac GTX 950 2GB,157,26.0,119522,,,,,,,,,,,,,,,
704,Zotac,Zotac GTX 950 2GB OC,157,26.0,119522,,,,,,,,,,,,,,,
705,Zotac,Zotac GTX 950 2GB AMP!,157,26.0,119522,,,,,,,,,,,,,,,
706,EVGA,EVGA GTX 950 2GB SC,157,26.0,119522,,,,,,,,,,,,,,,
707,EVGA,EVGA GTX 950 2GB ACX 2.0,157,26.0,119522,,,,,,,,,,,,,,,
708,EVGA,EVGA GTX 950 2GB SSC ACX,157,26.0,119522,,,,,,,,,,,,,,,
709,Asus,Asus GTX 950 2GB STRIX GAMING,157,26.0,119522,,,,,,,,,,,,,,,
710,Gigabyte,Gigabyte GTX 950 2GB Windforce,157,26.0,119522,,,,,,,,,,,,,,,
711,MSI,MSI GTX 950 2GB GAMING,157,26.0,119522,,,,,,,,,,,,,,,
712,MSI,MSI GTX 950 2GB OC,157,26.0,119522,,,,,,,,,,,,,,,
713,Gigabyte,Gigabyte GTX 950 2GB XTREME,157,26.0,119522,,,,,,,,,,,,,,,
714,AMD,Radeon RX Vega M GL,158,25.1,1514,,,,,,,,,,,,,,,
715,Nvidia,GTX 1050 (Mobile),159,24.9,165406,,,,,,,,,,,,,,,
716,Nvidia,GTX 780M,160,24.9,3942,,,,,,,,,,,,,,,
717,Nvidia,Quadro P1000,161,24.6,7154,,,,,,,,,,,,,,,
718,Nvidia,GTX 590 (SLI Disabled),162,24.4,1221,,,,,,,,,,,,,,,
719,AMD,R9 270,163,24.4,48522,,,,,,,,,,,,,,,
720,Asus,ASUS R9 270 2GB Direct CU II OC,163,24.4,48522,,,,,,,,,,,,,,,
721,Sapphire,Sapphire R9 270 2GB Dual-X Boost OC,163,24.4,48522,,,,,,,,,,,,,,,
722,Gigabyte,Gigabyte R9 270 2GB OC,163,24.4,48522,,,,,,,,,,,,,,,
723,Nvidia,GTX 965M,164,23.8,3836,,,,,,,,,,,,,,,
724,Nvidia,GTX 870M,165,23.6,3072,,,,,,,,,,,,,,,
725,AMD,FirePro W7000,166,22.9,72,,,,,,,,,,,,,,,
726,Parallels,Display Adapter (WDDM),167,22.7,1991,,,,,,,,,,,,,,,
727,AMD,RX 560,168,22.6,54540,,,,,,,,,,,,,,,
728,MSI,MSI RX 560 4GB Aero ITX,168,22.6,54540,,,,,,,,,,,,,,,
729,Nvidia,GTX 680MX,169,22.5,274,,,,,,,,,,,,,,,
730,Nvidia,Quadro K5100M,170,22.3,625,,,,,,,,,,,,,,,
731,Nvidia,Quadro K5000,171,22.1,3576,,,,,,,,,,,,,,,
732,Nvidia,Quadro K4200,172,21.9,7021,,,,,,,,,,,,,,,
733,Nvidia,GTX 775M,173,21.9,469,,,,,,,,,,,,,,,
734,Nvidia,Quadro M2000,174,21.6,5564,,,,,,,,,,,,,,,
735,Nvidia,GTX 580,175,21.5,15137,,,,,,,,,,,,,,,
736,Nvidia,GTX 660,176,21.1,123681,,,,,,,,,,,,,,,
737,AMD,R9 M290X,177,21.0,1451,,,,,,,,,,,,,,,
738,Nvidia,GTX 760 (192-bit),178,20.9,10718,,,,,,,,,,,,,,,
739,AMD,R7 370,179,20.9,37684,,,,,,,,,,,,,,,
740,MSI,MSI R7 370 4GB Gaming,179,20.9,37684,,,,,,,,,,,,,,,
741,MSI,MSI R7 370 2GB Gaming,179,20.9,37684,,,,,,,,,,,,,,,
742,Gigabyte,Gigabyte AMD R7 370 2GB,179,20.9,37684,,,,,,,,,,,,,,,
743,Sapphire,Sapphire R7 370 2GB Dual-X OC ,179,20.9,37684,,,,,,,,,,,,,,,
744,Sapphire,Sapphire R7 370 4GB NITRO Dual-X OC,179,20.9,37684,,,,,,,,,,,,,,,
745,Asus,ASUS R7 370 2GB STRIX OC,179,20.9,37684,,,,,,,,,,,,,,,
746,Asus,ASUS R7 370 4GB STRIX OC,179,20.9,37684,,,,,,,,,,,,,,,
747,XFX,XFX R7 370 2GB 2SF5,179,20.9,37684,,,,,,,,,,,,,,,
748,AMD,HD 6970,180,20.7,9260,,,,,,,,,,,,,,,
749,AMD,Radeon HD 7970M,181,20.6,945,,,,,,,,,,,,,,,
750,AMD,HD 6990 (Crossfire Disabled),182,20.5,1179,,,,,,,,,,,,,,,
751,Microsoft,RemoteFX Graphics Device - WDDM,183,20.3,123,,,,,,,,,,,,,,,
752,AMD,RX 460,184,20.1,63867,,,,,,,,,,,,,,,
753,Gigabyte,Gigabyte RX 460 4GB Windforce OC,184,20.1,63867,,,,,,,,,,,,,,,
754,Gigabyte,Gigabyte RX 460 2GB Windforce OC,184,20.1,63867,,,,,,,,,,,,,,,
755,Asus,Asus RX 460 4GB ROG STRIX OC,184,20.1,63867,,,,,,,,,,,,,,,
756,Gigabyte,Gigabyte RX 460 2GB Windforce OC,184,20.1,63867,,,,,,,,,,,,,,,
757,PowerColor,PowerColor RX 460 2GB Red Dragon,184,20.1,63867,,,,,,,,,,,,,,,
758,Sapphire,Sapphire RX 460 4GB Nitro,184,20.1,63867,,,,,,,,,,,,,,,
759,Sapphire,Sapphire RX 460 2GB 1210 MHz,184,20.1,63867,,,,,,,,,,,,,,,
760,Sapphire,Sapphire RX 460 2GB 1090 MHz,184,20.1,63867,,,,,,,,,,,,,,,
761,XFX,XFX RX 460 2GB,184,20.1,63867,,,,,,,,,,,,,,,
762,XFX,XFX RX 460 2GB,184,20.1,63867,,,,,,,,,,,,,,,
763,XFX,XFX RX 460 4GB SF,184,20.1,63867,,,,,,,,,,,,,,,
764,Gigabyte,Gigabyte RX 460 4GB Windforce 2x,184,20.1,63867,,,,,,,,,,,,,,,
765,Asus,Asus RX 460 2GB Dual Fan OC,184,20.1,63867,,,,,,,,,,,,,,,
766,MSI,MSI RX 460 2GB 2G OC,184,20.1,63867,,,,,,,,,,,,,,,
767,AMD,HD 7790,185,20.0,8709,,,,,,,,,,,,,,,
768,AMD,Radeon RX 560-B,186,19.9,51851,,,,,,,,,,,,,,,
769,AMD,R9 M290,187,19.9,89,,,,,,,,,,,,,,,
770,AMD,R7 260X,188,19.8,35850,,,,,,,,,,,,,,,
771,Sapphire,SAPPHIRE R7 260X 2GB OC 2x DVI,188,19.8,35850,,,,,,,,,,,,,,,
772,Sapphire,SAPPHIRE R7 260X 2GB OC,188,19.8,35850,,,,,,,,,,,,,,,
773,XFX,XFX 260X 2GB,188,19.8,35850,,,,,,,,,,,,,,,
774,MSI,MSI R7 260X 2GB OC,188,19.8,35850,,,,,,,,,,,,,,,
775,AMD,R7 265,189,19.7,9117,,,,,,,,,,,,,,,
776,Sapphire,Sapphire R7 265 2GB Dual-X ,189,19.7,9117,,,,,,,,,,,,,,,
777,MSI,MSI R7 265 2GB OC,189,19.7,9117,,,,,,,,,,,,,,,
778,Nvidia,GTX 680M,190,19.4,1304,,,,,,,,,,,,,,,
779,AMD,HD 5870,191,19.4,10554,,,,,,,,,,,,,,,
780,Nvidia,MX350,192,19.2,2441,,,,,,,,,,,,,,,
781,AMD,HD 6950,193,19.2,23478,,,,,,,,,,,,,,,
782,Nvidia,GTX 570,194,19.1,21326,,,,,,,,,,,,,,,
783,AMD,HD 7850,195,19.0,51352,,,,,,,,,,,,,,,
784,Nvidia,GTX 480,196,18.7,3923,,,,,,,,,,,,,,,
785,Vmware,SVGA 3D,197,18.4,9594,,,,,,,,,,,,,,,
786,Nvidia,GTX 750 Ti,198,18.2,293396,,,,,,,,,,,,,,,
787,EVGA,EVGA GTX 750 Ti 2GB SC,198,18.2,293396,,,,,,,,,,,,,,,
788,Asus,ASUS GTX 750 Ti 2GB OC,198,18.2,293396,,,,,,,,,,,,,,,
789,MSI,MSI GTX 750 Ti 2GB,198,18.2,293396,,,,,,,,,,,,,,,
790,MSI,MSI GTX 750 Ti 2GB Gaming,198,18.2,293396,,,,,,,,,,,,,,,
791,EVGA,EVGA GTX 750 Ti 2GB,198,18.2,293396,,,,,,,,,,,,,,,
792,EVGA,EVGA GTX 750 Ti 2GB FTW,198,18.2,293396,,,,,,,,,,,,,,,
793,Gigabyte,Gigabyte GTX 750 Ti 2GB OC 2,198,18.2,293396,,,,,,,,,,,,,,,
794,Gigabyte,Gigabyte GTX 750 Ti 2GB,198,18.2,293396,,,,,,,,,,,,,,,
795,Nvidia,GTX 650 Ti Boost,199,18.1,15557,,,,,,,,,,,,,,,
796,Nvidia,GTX 560 Ti (448 Core LE),200,18.0,2151,,,,,,,,,,,,,,,
797,Nvidia,GTX 960M,201,17.7,68656,,,,,,,,,,,,,,,
798,AMD,R7 360,202,17.5,22942,,,,,,,,,,,,,,,
799,MSI,MSI R7 360 2G OC,202,17.5,22942,,,,,,,,,,,,,,,
800,Sapphire,Sapphire R7 360 2GB OC,202,17.5,22942,,,,,,,,,,,,,,,
801,Sapphire,Sapphire R7 360 2GB NITRO,202,17.5,22942,,,,,,,,,,,,,,,
802,Gigabyte,Gigabyte R7 360 2GB,202,17.5,22942,,,,,,,,,,,,,,,
803,Gigabyte,Gigabyte R7 360 2GB V2,202,17.5,22942,,,,,,,,,,,,,,,
804,XFX,XFX R7 360 2GB 360P,202,17.5,22942,,,,,,,,,,,,,,,
805,Asus,Asus R7 360 2GB OC V2,202,17.5,22942,,,,,,,,,,,,,,,
806,AMD,RX Vega 8 5000 (iGPU),203,17.4,106171,,,,,,,,,,,,,,,
807,Nvidia,Quadro K2200,204,17.3,15507,,,,,,,,,,,,,,,
808,Nvidia,GTX 770M,205,17.2,6278,,,,,,,,,,,,,,,
809,Nvidia,GTX 560 Ti,206,17.1,41708,,,,,,,,,,,,,,,
810,Intel,Iris Xe,207,16.8,129236,,,,,,,,,,,,,,,
811,AMD,Radeon HD 8950,208,16.7,602,,,,,,,,,,,,,,,
812,AMD,HD 5970 (Crossfire Disabled),209,16.6,1619,,,,,,,,,,,,,,,
813,AMD,FirePro M6100 (FireGL V),210,16.5,239,,,,,,,,,,,,,,,
814,Nvidia,Quadro K5000M,211,16.4,345,,,,,,,,,,,,,,,
815,Intel,Iris Xe DG1,212,16.3,94,,,,,,,,,,,,,,,
816,Nvidia,GTX 860M,213,16.3,19551,,,,,,,,,,,,,,,
817,AMD,RX Vega 11 (Ryzen iGPU),214,16.1,47970,,,,,,,,,,,,,,,
818,Nvidia,GTX 675MX,215,16.0,567,,,,,,,,,,,,,,,
819,Nvidia,GTX 650 Ti,216,15.5,26520,,,,,,,,,,,,,,,
820,Nvidia,GTX 470,217,15.5,5279,,,,,,,,,,,,,,,
821,AMD,HD 5850,218,15.4,14623,,,,,,,,,,,,,,,
822,Nvidia,GTX 850M,219,15.2,13563,,,,,,,,,,,,,,,
823,Nvidia,GTX 750,220,15.2,73531,,,,,,,,,,,,,,,
824,EVGA,EVGA GTX 750 1GB Dual-Link,220,15.2,73531,,,,,,,,,,,,,,,
825,EVGA,EVGA GTX 750 1GB Dual-Link SC,220,15.2,73531,,,,,,,,,,,,,,,
826,AMD,HD 6870,221,15.1,26218,,,,,,,,,,,,,,,
827,Nvidia,GTX 950M,222,14.9,38138,,,,,,,,,,,,,,,
828,Nvidia,MX150-0,223,14.7,32403,,,,,,,,,,,,,,,
829,Nvidia,MX250,224,14.5,9648,,,,,,,,,,,,,,,
830,Nvidia,GT 1030,225,14.4,171815,,,,,,,,,,,,,,,
831,Nvidia,GTX 460 v2,226,14.3,669,,,,,,,,,,,,,,,
832,Nvidia,GTX 560 Ti-OEM,227,14.3,1432,,,,,,,,,,,,,,,
833,Nvidia,GTX 560,228,14.2,28403,,,,,,,,,,,,,,,
834,Nvidia,GTX 765M,229,14.1,6997,,,,,,,,,,,,,,,
835,Nvidia,Quadro 6000,230,13.6,1446,,,,,,,,,,,,,,,
836,Nvidia,Quadro K1200,231,13.4,3830,,,,,,,,,,,,,,,
837,Nvidia,GTX 580M,232,13.3,406,,,,,,,,,,,,,,,
838,AMD,RX 550,233,13.3,82224,,,,,,,,,,,,,,,
839,Nvidia,GTX 675M,234,13.3,989,,,,,,,,,,,,,,,
840,Nvidia,Quadro K4000,235,13.1,10288,,,,,,,,,,,,,,,
841,AMD,HD 5830,236,13.0,2683,,,,,,,,,,,,,,,
842,AMD,HD 7770,237,12.7,39258,,,,,,,,,,,,,,,
843,AMD,FirePro V7900 (FireGL V),238,12.6,569,,,,,,,,,,,,,,,
844,AMD,RX Vega 8 4000 (iGPU),239,12.6,151972,,,,,,,,,,,,,,,
845,Nvidia,GTX 460,240,12.5,30678,,,,,,,,,,,,,,,
846,AMD,Radeon HD 8760,241,12.4,200,,,,,,,,,,,,,,,
847,Intel,Iris Pro 580 (Mobile Skylake),242,12.3,768,,,,,,,,,,,,,,,
848,Nvidia,Quadro K4000M,243,12.2,619,,,,,,,,,,,,,,,
849,Nvidia,GTX 670MX,244,12.1,2241,,,,,,,,,,,,,,,
850,AMD,R7 250X,245,12.1,11727,,,,,,,,,,,,,,,
851,Nvidia,GTX 555,246,11.9,733,,,,,,,,,,,,,,,
852,Nvidia,GTX 465,247,11.9,1411,,,,,,,,,,,,,,,
853,AMD,HD 6850,248,11.7,28053,,,,,,,,,,,,,,,
854,Nvidia,Quadro K3100M,249,11.6,2810,,,,,,,,,,,,,,,
855,Nvidia,GTX 760M,250,11.6,1741,,,,,,,,,,,,,,,
856,Nvidia,GTX 485M,251,11.4,60,,,,,,,,,,,,,,,
857,Nvidia,GTX 560 SE,252,11.4,1766,,,,,,,,,,,,,,,
858,Nvidia,GTX 295 (SLI Disabled),253,11.2,1051,,,,,,,,,,,,,,,
859,AMD,RX Vega 10 (Ryzen iGPU),254,10.9,544,,,,,,,,,,,,,,,
860,Nvidia,MX150-2,255,10.9,5244,,,,,,,,,,,,,,,
861,Nvidia,Quadro K620,256,10.8,17040,,,,,,,,,,,,,,,
862,ATI,Radeon HD 5700,257,10.8,22,,,,,,,,,,,,,,,
863,Intel,Iris Plus G7,258,10.6,45035,,,,,,,,,,,,,,,
864,AMD,HD 5770,259,10.5,36331,,,,,,,,,,,,,,,
865,Nvidia,MX230,260,10.5,6515,,,,,,,,,,,,,,,
866,AMD,RX Vega 8 (Ryzen iGPU),261,10.5,92651,,,,,,,,,,,,,,,
867,Nvidia,GTX 670M,262,10.4,2952,,,,,,,,,,,,,,,
868,AMD,R9 M370X,263,10.3,1100,,,,,,,,,,,,,,,
869,AMD,Radeon HD 6770,264,10.3,16498,,,,,,,,,,,,,,,
870,Nvidia,GTX 460 SE,265,10.3,3139,,,,,,,,,,,,,,,
871,AMD,HD 6790,266,10.3,3983,,,,,,,,,,,,,,,
872,AMD,HD 6970M,267,10.1,1549,,,,,,,,,,,,,,,
873,ATI,HD 4890,268,10.1,127,,,,,,,,,,,,,,,
874,Asus,EAH6770,269,10.1,105,,,,,,,,,,,,,,,
875,AMD,FirePro M6000,270,10.1,235,,,,,,,,,,,,,,,
876,Nvidia,GTX 745 (OEM),271,9.97,27178,,,,,,,,,,,,,,,
877,Nvidia,GTX 645,272,9.95,4970,,,,,,,,,,,,,,,
878,Nvidia,MX130,273,9.94,14793,,,,,,,,,,,,,,,
879,Nvidia,GTX 940M,274,9.89,15019,,,,,,,,,,,,,,,
880,AMD,Radeon 540,275,9.84,167,,,,,,,,,,,,,,,
881,Nvidia,940MX,276,9.76,38717,,,,,,,,,,,,,,,
882,Nvidia,GTX 285,277,9.76,2859,,,,,,,,,,,,,,,
883,Nvidia,Quadro 5000,278,9.75,2778,,,,,,,,,,,,,,,
884,Nvidia,GT 755M,279,9.65,3574,,,,,,,,,,,,,,,
885,Nvidia,GTX 570M,280,9.64,635,,,,,,,,,,,,,,,
886,AMD,FirePro M5100 (FireGL V),281,9.55,345,,,,,,,,,,,,,,,
887,Nvidia,840M,282,9.54,20101,,,,,,,,,,,,,,,
888,Intel,Iris Pro HD 6200 (Desktop),283,9.47,1175,,,,,,,,,,,,,,,
889,AMD,FirePro M8900,284,9.46,199,,,,,,,,,,,,,,,
890,Nvidia,GTX 275,285,9.45,3119,,,,,,,,,,,,,,,
891,Nvidia,GTX 550 Ti,286,9.07,55322,,,,,,,,,,,,,,,
892,AMD,Radeon HD 7800M,287,9.01,505,,,,,,,,,,,,,,,
893,Intel, Iris Plus 650 (Mobile Kaby Lake),288,8.77,1680,,,,,,,,,,,,,,,
894,Nvidia,GTX 280,289,8.77,1426,,,,,,,,,,,,,,,
895,Nvidia,GTX 650,290,8.68,71560,,,,,,,,,,,,,,,
896,ATI,FirePro V5800 (FireGL V),291,8.64,437,,,,,,,,,,,,,,,
897,ATI,HD 4870,292,8.64,21547,,,,,,,,,,,,,,,
898,Nvidia,930MX,293,8.58,6951,,,,,,,,,,,,,,,
899,Intel,Iris 550 (Mobile Skylake),294,8.54,755,,,,,,,,,,,,,,,
900,AMD,Mobility Radeon HD 5870,295,8.49,2962,,,,,,,,,,,,,,,
901,Nvidia,Quadro FX 5800,296,8.43,789,,,,,,,,,,,,,,,
902,Nvidia,GT 750M,297,8.37,13906,,,,,,,,,,,,,,,
903,Nvidia,GTX 480M,298,8.3,34,,,,,,,,,,,,,,,
904,AMD,R7 250,299,8.29,24901,,,,,,,,,,,,,,,
905,Nvidia,Quadro 4000M,300,8.23,1126,,,,,,,,,,,,,,,
906,AMD,HD 5750,301,8.15,12238,,,,,,,,,,,,,,,
907,AMD,R7 250E,302,8.02,10450,,,,,,,,,,,,,,,
908,Intel,Iris Plus 640 (Mobile Kaby Lake),303,7.99,8474,,,,,,,,,,,,,,,
909,Nvidia,GT 740,304,7.92,30040,,,,,,,,,,,,,,,
910,ATI,Radeon HD 4850,305,7.91,1024,,,,,,,,,,,,,,,
911,AMD,Radeon HD 6700,306,7.87,4322,,,,,,,,,,,,,,,
912,ATI,Radeon HD 4850-X2,307,7.85,100,,,,,,,,,,,,,,,
913,Nvidia,Quadro K3000M,308,7.84,2291,,,,,,,,,,,,,,,
914,AMD,HD 7750,309,7.75,23065,,,,,,,,,,,,,,,
915,Intel,UHD Graphics 770,310,7.67,11004,,,,,,,,,,,,,,,
916,Nvidia,9800 GTX,311,7.66,3950,,,,,,,,,,,,,,,
917,Nvidia,GTS 450,312,7.65,29414,,,,,,,,,,,,,,,
918,Nvidia,Quadro K2000,313,7.6,12465,,,,,,,,,,,,,,,
919,Nvidia,GTX 660M,314,7.6,7312,,,,,,,,,,,,,,,
920,Nvidia,GT 745M,315,7.57,1220,,,,,,,,,,,,,,,
921,Nvidia,GTX 560M,316,7.54,6242,,,,,,,,,,,,,,,
922,Nvidia,GTX 260,317,7.52,12176,,,,,,,,,,,,,,,
923,Nvidia,Quadro K2100M,318,7.44,6446,,,,,,,,,,,,,,,
924,ATI,Radeon HD 4800,319,7.31,119,,,,,,,,,,,,,,,
925,AMD,RX Vega 6 (Ryzen iGPU),320,7.31,2334,,,,,,,,,,,,,,,
926,Nvidia,GTX 460M,321,7.23,3999,,,,,,,,,,,,,,,
927,Intel,UHD Graphics 750,322,7.22,13508,,,,,,,,,,,,,,,
928,Nvidia,GTS 250,323,7.12,14498,,,,,,,,,,,,,,,
929,ATI,Radeon HD 4770,324,7.12,1513,,,,,,,,,,,,,,,
930,AMD,Radeon HD 7700M,325,7.09,691,,,,,,,,,,,,,,,
931,Nvidia,8800 GTS-512,326,7.09,1281,,,,,,,,,,,,,,,
932,Intel,Iris Plus G4,327,7.08,9520,,,,,,,,,,,,,,,
